mel,label
"[[-1.8241646  -1.8241646  -0.564002   ... -0.6608097  -1.3970289
  -0.57279634]
 [-1.8241646  -1.8241646  -0.06530048 ... -0.609029   -0.85095793
  -0.19179879]
 [-1.8241646  -1.8241646   0.11372395 ... -0.56009465 -0.66776395
  -0.02716625]
 ...
 [-1.8241646  -1.8241646  -1.3230717  ... -1.8241646  -1.8241646
  -1.6112279 ]
 [-1.8241646  -1.8241646  -1.2607487  ... -1.8241646  -1.8241646
  -1.8241646 ]
 [-1.8241646  -1.8241646  -1.8241646  ... -1.8241646  -1.8241646
  -1.8241646 ]]",1
"[[ 1.0493422   0.7162121   0.67379546 ... -0.92498034 -0.92498034
  -0.92498034]
 [ 1.2192324   1.1448059   0.81967986 ... -0.92498034 -0.92498034
  -0.92498034]
 [ 1.3284147   1.3087444   0.919485   ... -0.92498034 -0.92498034
  -0.92498034]
 ...
 [-0.82283163 -0.9014589  -0.92498034 ... -0.92498034 -0.92498034
  -0.92498034]
 [-0.92498034 -0.92498034 -0.92498034 ... -0.92498034 -0.92498034
  -0.92498034]
 [-0.92498034 -0.92498034 -0.92498034 ... -0.92498034 -0.92498034
  -0.92498034]]",1
"[[-1.0465281  -0.9819779  -0.92141134 ... -1.0465281  -0.75625837
  -1.0465281 ]
 [-0.9865117  -0.84763867 -0.7107194  ... -0.98937714 -0.7347149
  -0.86571324]
 [-0.88675344 -0.7544781  -0.5908486  ... -0.9144772  -0.7107382
  -0.7329977 ]
 ...
 [-1.0465281  -1.0465281  -1.0465281  ... -1.0465281  -1.0465281
  -1.0465281 ]
 [-1.0465281  -1.0465281  -1.0465281  ... -1.0465281  -1.0465281
  -1.0465281 ]
 [-1.0465281  -1.0465281  -1.0465281  ... -1.0465281  -1.0465281
  -1.0465281 ]]",1
"[[ 0.36508378 -0.30044967 -0.63775665 ... -1.0429862  -0.8746838
  -1.135339  ]
 [ 0.42689386 -0.27572063 -0.6582634  ... -1.2182916  -1.0147091
  -1.1106502 ]
 [ 0.48501536 -0.24741618 -0.6761141  ... -1.4678589  -1.2675765
  -1.0823824 ]
 ...
 [-1.4678589  -1.3652846  -1.4678589  ... -0.9579281  -1.1866574
  -1.4678589 ]
 [-1.4678589  -1.4678589  -1.4678589  ... -1.4678589  -1.4678589
  -1.4678589 ]
 [-1.4678589  -1.4678589  -1.4678589  ... -1.4678589  -1.4678589
  -1.4678589 ]]",1
"[[-0.7760347  -0.4890086  -0.56365263 ... -1.63866    -0.49913582
  -0.08128803]
 [-0.8026175  -0.6609462  -0.536488   ... -0.76395977 -0.49558538
  -0.20918398]
 [-0.8289527  -1.2322366  -0.5071235  ... -0.56821704 -0.48805442
  -0.4586072 ]
 ...
 [-1.7431698  -1.7431698  -1.7431698  ... -1.7431698  -1.5566974
  -0.8762235 ]
 [-1.7431698  -1.7431698  -1.7431698  ... -1.7431698  -1.7431698
  -1.0507785 ]
 [-1.7431698  -1.7431698  -1.7431698  ... -1.7431698  -1.7431698
  -1.7431698 ]]",1
"[[ 0.5822556   0.68831813  0.88766724 ... -0.0250377  -0.8151217
  -0.16643289]
 [ 0.7968527   1.1596864   1.176902   ... -0.20814651 -0.3984643
  -0.31469846]
 [ 0.9289912   1.3452907   1.3305302  ... -0.76895463 -0.22025743
  -0.62392056]
 ...
 [-1.7793566  -1.7793566  -1.7793566  ... -1.3633555  -1.3354717
  -1.3310068 ]
 [-1.7793566  -1.7793566  -1.7793566  ... -1.6978961  -1.5878063
  -1.7793566 ]
 [-1.7793566  -1.7793566  -1.7793566  ... -1.7793566  -1.7793566
  -1.7793566 ]]",1
"[[-1.0365227 -1.0365227 -1.0365227 ... -1.0365227 -1.0365227 -1.0365227]
 [-1.0365227 -1.0365227 -1.0229453 ... -1.0365227 -1.0365227 -1.0365227]
 [-1.0365227 -1.0365227 -1.0010214 ... -1.0365227 -1.0365227 -1.0365227]
 ...
 [-1.0365227 -1.0365227 -1.0365227 ... -1.0365227 -1.0365227 -1.0365227]
 [-1.0365227 -1.0365227 -1.0365227 ... -1.0365227 -1.0365227 -1.0365227]
 [-1.0365227 -1.0365227 -1.0365227 ... -1.0365227 -1.0365227 -1.0365227]]",1
"[[ 0.81022686 -0.92815995 -0.92815995 ... -0.92815995 -0.92815995
  -0.92815995]
 [ 0.80751574 -0.92815995 -0.92815995 ... -0.92815995 -0.92815995
  -0.92815995]
 [ 0.8084552  -0.92815995 -0.83602446 ... -0.92815995 -0.92815995
  -0.92815995]
 ...
 [-0.6682616  -0.796579   -0.74701726 ... -0.92815995 -0.92815995
  -0.92815995]
 [-0.82531    -0.87380326 -0.92815995 ... -0.92815995 -0.92815995
  -0.92815995]
 [-0.92815995 -0.92815995 -0.92815995 ... -0.92815995 -0.92815995
  -0.92815995]]",1
"[[-0.6288643  -0.6288643  -0.6288643  ... -0.6288643  -0.6288643
  -0.6288643 ]
 [-0.6288643  -0.6288643  -0.6288643  ... -0.6288643  -0.6288643
  -0.6288643 ]
 [-0.6288643  -0.6288643  -0.47202235 ... -0.6288643  -0.6288643
  -0.6288643 ]
 ...
 [-0.6288643  -0.6288643  -0.6288643  ... -0.6288643  -0.6288643
  -0.6288643 ]
 [-0.6288643  -0.6288643  -0.6288643  ... -0.6288643  -0.6288643
  -0.6288643 ]
 [-0.6288643  -0.6288643  -0.6288643  ... -0.6288643  -0.6288643
  -0.6288643 ]]",0
"[[ 0.14238659  0.7428698   1.5507032  ... -0.15783721 -0.36894146
   0.18742797]
 [ 0.16201882  0.6329497   1.4176811  ... -0.2760976  -0.12808137
   0.01248863]
 [ 0.18448193  0.43613383  1.1243858  ... -0.50290495  0.00205011
  -0.91338015]
 ...
 [-0.24553393 -0.15072252 -0.6702168  ... -1.0970646  -0.61866
   1.3919194 ]
 [-0.26719615 -0.28488392 -1.1119617  ... -1.3582866  -1.041163
   1.2211783 ]
 [-1.1323782  -1.310419   -1.3582866  ... -1.3582866  -1.3582866
  -0.06035028]]",1
"[[ 0.8239609   1.083996    1.0854049  ...  1.05576     0.8732206
   0.6897783 ]
 [ 0.7272267   1.1390365   1.1375347  ...  1.1602012   0.90995747
   0.8377799 ]
 [ 0.56809914  1.1891829   1.1856414  ...  1.2398034   0.9465928
   0.9371034 ]
 ...
 [-1.6453665  -1.4694109  -0.28460944 ... -1.3871977  -1.6196897
  -1.498409  ]
 [-1.6453665  -1.6453665  -0.23094513 ... -1.6453665  -1.6453665
  -1.6453665 ]
 [-1.6453665  -1.6453665  -1.1840272  ... -1.6453665  -1.6453665
  -1.6453665 ]]",1
"[[-1.0930737  -1.0930737  -1.0930737  ... -1.0930737  -1.0930737
  -1.0930737 ]
 [-1.0930737  -1.0930737  -1.0930737  ... -1.0930737  -1.0930737
  -1.0930737 ]
 [-1.0930737  -1.0930737  -1.0930737  ... -1.0930737  -1.0930737
  -1.0930737 ]
 ...
 [-1.0930737  -1.0930737  -1.0930737  ... -0.2805706  -0.00441129
  -0.8817831 ]
 [-1.0930737  -1.0930737  -1.0930737  ... -0.6937888  -0.32112157
  -1.0930737 ]
 [-1.0930737  -1.0930737  -1.0930737  ... -1.0930737  -1.0930737
  -1.0930737 ]]",1
"[[ 0.38118315 -1.5284342  -1.3740447  ... -1.5284342  -1.413869
  -1.221219  ]
 [ 0.3974792  -1.5008862  -1.1810853  ... -0.9914754  -0.7442563
  -0.76674706]
 [ 0.41730765 -1.3481904  -1.0604984  ... -0.7948432  -0.5530806
  -0.5923302 ]
 ...
 [ 0.25886202 -1.3700395  -1.3946997  ... -1.5284342  -1.5284342
  -1.5284342 ]
 [ 0.08496694 -1.5284342  -1.5284342  ... -1.5284342  -1.5284342
  -1.5284342 ]
 [-0.04078062 -1.5284342  -1.5284342  ... -1.5284342  -1.5284342
  -1.5284342 ]]",0
"[[ 1.5286002   1.6080189   1.4049616  ...  0.8734224   0.3309023
   0.33814943]
 [ 1.615717    1.5634606   1.6647887  ...  2.02773     1.9615418
   1.7786595 ]
 [ 1.6888146   1.5134928   1.808288   ...  2.2383084   2.1745727
   1.9911394 ]
 ...
 [-0.8625383  -0.8625383  -0.8625383  ... -0.8625383  -0.8625383
  -0.8625383 ]
 [-0.8625383  -0.8625383  -0.8625383  ... -0.8625383  -0.8625383
  -0.8625383 ]
 [-0.8625383  -0.8625383  -0.8625383  ... -0.8625383  -0.8625383
  -0.8625383 ]]",1
"[[-3.2879252  -3.2879252  -0.5175896  ... -1.9600565  -2.3312848
  -1.0437698 ]
 [-3.2879252  -3.2879252  -0.71849495 ... -1.5615695  -1.8878186
  -0.6466757 ]
 [-3.2879252  -3.2879252  -1.212683   ... -1.3646083  -1.6820972
  -0.45000628]
 ...
 [-3.2879252  -3.2879252  -2.316649   ... -2.007697   -1.9091549
  -1.1343813 ]
 [-3.2879252  -3.2879252  -2.6472895  ... -2.4971921  -2.2402077
  -1.2295197 ]
 [-3.2879252  -3.2879252  -3.2879252  ... -3.2879252  -3.2879252
  -2.1219454 ]]",0
"[[-1.2850629 -1.2850629 -1.2850629 ... -1.2850629 -0.5320532 -1.2768722]
 [-1.2850629 -1.2850629 -1.2850629 ... -1.1158383 -0.6300975 -1.0429354]
 [-1.2122035 -1.2850629 -1.248966  ... -1.0124245 -0.8192309 -0.9274959]
 ...
 [-1.2850629 -1.2850629 -1.2850629 ... -1.2850629 -1.2850629 -1.2850629]
 [-1.2850629 -1.2850629 -1.2850629 ... -1.2850629 -1.2850629 -1.2850629]
 [-1.2850629 -1.2850629 -1.2850629 ... -1.2850629 -1.2850629 -1.2850629]]",1
"[[ 1.3271611   0.86899894  0.5650261  ... -1.0045353  -1.0045353
  -1.0045353 ]
 [ 1.4030405   0.87000746  1.0091397  ... -1.0045353  -1.0045353
  -1.0045353 ]
 [ 1.4655045   0.87441814  1.1628213  ... -1.0045353  -1.0045353
  -1.0045353 ]
 ...
 [ 0.11918303 -0.33827838 -0.9404824  ... -1.0045353  -1.0045353
  -1.0045353 ]
 [ 0.18988912 -0.9995037  -1.0045353  ... -1.0045353  -1.0045353
  -1.0045353 ]
 [-0.0248652  -1.0045353  -1.0045353  ... -1.0045353  -1.0045353
  -1.0045353 ]]",1
"[[ 0.94948936  0.74484426  0.9968791  ...  0.97644204  0.5704455
   1.0773473 ]
 [ 1.0911082   0.8045569   0.9946206  ...  1.157641    0.67594016
   1.0682364 ]
 [ 1.188938    0.85827875  0.996001   ...  1.2706108   0.7568497
   1.0622512 ]
 ...
 [-1.6131682  -1.6131682  -1.6131682  ... -0.8613659  -1.1297753
  -1.4796082 ]
 [-1.6131682  -1.6131682  -1.6131682  ... -1.1170794  -1.3051623
  -1.6131682 ]
 [-1.6131682  -1.6131682  -1.6131682  ... -1.6131682  -1.6131682
  -1.6131682 ]]",0
"[[ 3.195236   -0.35290936  1.063353   ... -0.35290936 -0.35290936
  -0.35290936]
 [ 3.19841     0.77008367  1.5014224  ... -0.35290936 -0.35290936
  -0.35290936]
 [ 3.2062664   1.0037556   1.6917853  ... -0.35290936 -0.35290936
  -0.35290936]
 ...
 [ 1.3284372  -0.35290936 -0.35290936 ... -0.35290936 -0.35290936
  -0.35290936]
 [ 1.345525   -0.35290936 -0.35290936 ... -0.35290936 -0.35290936
  -0.35290936]
 [ 0.38251895 -0.35290936 -0.35290936 ... -0.35290936 -0.35290936
  -0.35290936]]",1
"[[-1.8353146  -1.8353146   0.08447998 ...  0.02477526  0.65791583
   0.8159818 ]
 [-1.8353146  -1.8353146   0.4223674  ...  0.77116865  0.7206514
   0.71513444]
 [-1.8353146  -1.8353146   0.58439535 ...  0.9737799   0.7780034
   0.56005734]
 ...
 [-1.8353146  -1.8353146  -1.8353146  ... -1.3937687  -1.3095938
  -1.4193376 ]
 [-1.8353146  -1.8353146  -1.8353146  ... -1.8353146  -1.6451644
  -1.8353146 ]
 [-1.8353146  -1.8353146  -1.8353146  ... -1.8353146  -1.8353146
  -1.8353146 ]]",0
"[[ 0.90388525  0.29473644  0.06928441 ... -1.1919417  -1.3968374
  -1.3968374 ]
 [ 1.3720075   0.41774938  0.5107906  ... -1.0477116  -1.3536934
  -1.0504446 ]
 [ 1.5397034   0.50734216  0.6757933  ... -0.9487158  -1.3011436
  -0.8744423 ]
 ...
 [-0.31598106 -1.3968374  -1.3968374  ... -1.0759652  -0.86449677
  -0.9654932 ]
 [-0.40114734 -1.3968374  -1.3968374  ... -1.24554    -1.2371836
  -0.9810098 ]
 [-0.87171024 -1.3968374  -1.3968374  ... -1.3968374  -1.3968374
  -1.3968374 ]]",1
"[[-0.6717395  -0.5546717  -0.6539135  ...  0.45466867  0.655864
   0.70593476]
 [-0.79062974 -0.7306864  -0.823221   ...  0.52342093  0.74571294
   0.7631207 ]
 [-1.023475   -1.4724772  -1.4724772  ...  0.5827469   0.8176274
   0.81480527]
 ...
 [-1.4724772  -1.4724772  -1.4724772  ... -1.4724772  -1.4724772
  -1.4724772 ]
 [-1.4724772  -1.4724772  -1.4724772  ... -1.4724772  -1.4724772
  -1.4724772 ]
 [-1.4724772  -1.4724772  -1.4724772  ... -1.4724772  -1.4724772
  -1.4724772 ]]",1
"[[-0.81345195 -0.81345195  1.3127649  ... -0.81345195 -0.81345195
  -0.81345195]
 [-0.81345195 -0.81345195  1.5987626  ... -0.81345195 -0.81345195
  -0.81345195]
 [-0.81345195 -0.81345195  1.7471064  ... -0.81345195 -0.81345195
  -0.81345195]
 ...
 [-0.81345195 -0.81345195 -0.81345195 ... -0.81345195 -0.81345195
  -0.81345195]
 [-0.81345195 -0.81345195 -0.81345195 ... -0.81345195 -0.81345195
  -0.81345195]
 [-0.81345195 -0.81345195 -0.81345195 ... -0.81345195 -0.81345195
  -0.81345195]]",0
"[[-0.44586763 -0.45285216 -0.45217985 ... -0.23029044 -0.32494944
  -0.65079767]
 [-0.4965461  -0.5307807  -0.28257537 ... -0.24626656 -0.38501152
  -0.58827114]
 [-0.5582318  -0.6437428  -0.1753825  ... -0.26021492 -0.46263185
  -0.5331415 ]
 ...
 [-1.147608   -1.147608   -1.147608   ... -1.147608   -1.147608
  -1.147608  ]
 [-1.147608   -1.147608   -1.147608   ... -1.147608   -1.147608
  -1.147608  ]
 [-1.147608   -1.147608   -1.147608   ... -1.147608   -1.147608
  -1.147608  ]]",1
"[[-0.12921406  0.33675933  0.2905811  ... -1.1055626  -1.1055626
  -1.1055626 ]
 [ 0.02485822  0.31588808  0.13063473 ... -1.1055626  -1.1055626
  -1.1055626 ]
 [ 0.12459835  0.29585028 -0.56067526 ... -1.1055626  -1.1055626
  -1.1055626 ]
 ...
 [-1.1055626  -1.1055626   1.5982317  ... -1.1055626  -1.1055626
  -1.1055626 ]
 [-1.1055626  -1.1055626   1.0904901  ... -1.1055626  -1.1055626
  -1.1055626 ]
 [-1.1055626  -1.1055626   0.21234208 ... -1.1055626  -1.1055626
  -1.1055626 ]]",1
"[[ 0.82685286  0.08310264 -0.47640252 ... -1.2655305  -1.5551684
  -1.367157  ]
 [ 0.83160156 -0.00871481 -0.25607517 ... -1.3351     -1.1892836
  -1.2076566 ]
 [ 0.8403628  -0.14674595 -0.12702732 ... -1.4267969  -1.0084789
  -1.0999504 ]
 ...
 [-0.39173466 -0.45541248 -1.1402617  ... -0.37968177  0.33540845
  -0.15240802]
 [-0.36227027 -1.2065272  -1.435142   ... -0.23944525  0.26029462
  -0.4376253 ]
 [-0.73117995 -1.5551684  -1.5551684  ... -1.5551684  -1.5551684
  -1.5221448 ]]",0
"[[ 1.1272575  -0.12965745 -0.3399465  ... -0.6459713  -0.6213404
  -1.3227606 ]
 [ 1.127899   -0.2979968  -0.46197534 ... -0.5439352  -0.37421307
  -0.7077177 ]
 [ 1.132357   -0.8809611  -0.69642305 ... -0.46432456 -0.2404161
  -0.5267355 ]
 ...
 [-0.0420481   0.36917472  0.3431753  ... -1.1252612  -1.280327
  -1.1947432 ]
 [-0.3740054   0.09844676  0.16404024 ... -1.4196461  -1.4196461
  -1.4196461 ]
 [-1.4196461  -1.2275608  -1.2168658  ... -1.4196461  -1.4196461
  -1.4196461 ]]",1
"[[ 1.156718   -0.13495138 -0.10851403 ...  0.1434179  -0.21840732
   0.06640201]
 [ 1.1776973  -0.11049142 -0.17819121 ...  0.01916865 -0.10691211
   0.05160258]
 [ 1.2012144  -0.08396042 -0.27395546 ... -0.24030098 -0.02397843
   0.03902346]
 ...
 [-0.32468843 -0.07431926 -0.42263496 ...  0.3526543   0.5634726
   0.11895165]
 [-0.75043917 -0.6783722  -0.7839019  ...  0.3429195  -0.04869862
  -0.3462692 ]
 [-0.9581894  -0.9581894  -0.9581894  ... -0.3704833  -0.63919073
  -0.9581894 ]]",1
"[[-0.5972736  -0.2922372  -0.06231016 ... -0.54691297  0.17834283
  -0.09232604]
 [-0.54049015 -0.37546906 -0.15136616 ... -0.14869115  0.10775933
  -0.11248358]
 [-0.48648378 -0.4875397  -0.27490744 ...  0.03193235  0.01862723
  -0.13013186]
 ...
 [-1.2552822  -1.2552822  -1.2552822  ... -0.39271086 -1.0169388
  -0.73284984]
 [-1.2552822  -1.2552822  -1.2552822  ... -0.98460597 -1.2552822
  -1.1902838 ]
 [-1.2552822  -1.2552822  -1.2552822  ... -1.2552822  -1.2552822
  -1.2552822 ]]",1
"[[-0.571091   -0.5739097  -0.3732845  ... -0.5214453  -0.46814045
  -0.34533864]
 [-0.6395244  -0.68753827 -0.4830247  ... -0.06152072 -0.37868533
  -0.45285353]
 [-0.73452616 -0.91170543 -0.6918141  ...  0.09601057 -0.30812088
  -0.6533594 ]
 ...
 [-1.301909   -1.2454299   0.54143864 ... -0.7651056  -1.0509126
  -1.2862717 ]
 [-1.301909   -1.301909    0.2657618  ... -0.977244   -1.2380836
  -1.301909  ]
 [-1.301909   -1.301909   -1.231402   ... -1.301909   -1.301909
  -1.301909  ]]",1
"[[-0.569994   -0.569994    1.9228555  ... -0.569994   -0.569994
  -0.569994  ]
 [-0.569994   -0.569994    2.229836   ... -0.569994   -0.569994
  -0.569994  ]
 [-0.569994   -0.569994    2.3872437  ... -0.569994   -0.569994
  -0.569994  ]
 ...
 [-0.569994   -0.569994   -0.05032641 ... -0.569994   -0.569994
  -0.569994  ]
 [-0.569994   -0.569994   -0.20683286 ... -0.569994   -0.569994
  -0.569994  ]
 [-0.569994   -0.569994   -0.569994   ... -0.569994   -0.569994
  -0.569994  ]]",0
"[[-0.4603064  -0.4603064  -0.4603064  ... -0.4603064  -0.4603064
  -0.4603064 ]
 [-0.4603064  -0.4603064  -0.3609947  ... -0.4603064  -0.4603064
  -0.4603064 ]
 [-0.4603064  -0.4603064  -0.24162285 ... -0.4603064  -0.4603064
  -0.4603064 ]
 ...
 [-0.4603064  -0.4603064  -0.4603064  ... -0.4603064  -0.4603064
  -0.4603064 ]
 [-0.4603064  -0.4603064  -0.4603064  ... -0.4603064  -0.4603064
  -0.4603064 ]
 [-0.4603064  -0.4603064  -0.4603064  ... -0.4603064  -0.4603064
  -0.4603064 ]]",1
"[[ 0.89341474 -0.37759545 -0.2792701  ... -0.5023514  -0.40720698
  -1.0402997 ]
 [ 0.91401047  0.22368926 -0.05411434 ... -0.44000435 -0.2543186
  -1.013787  ]
 [ 0.938229    0.4245868   0.08258714 ... -0.3823474  -0.14537087
  -0.98431885]
 ...
 [-0.27927667 -0.39455393 -0.7714927  ... -1.4460719  -1.4377276
  -1.4126704 ]
 [-0.60545826 -1.2078948  -1.5869535  ... -1.862623   -1.862623
  -1.862623  ]
 [-1.1923257  -1.862623   -1.862623   ... -1.862623   -1.862623
  -1.862623  ]]",1
"[[ 1.6954136   0.19112664  0.04882828 ...  1.0146993   0.64188987
   0.86916804]
 [ 1.7347102   0.23310404  0.80532616 ...  1.5236477   1.4962738
   1.4062665 ]
 [ 1.7733287   0.27377093  0.9842853  ...  1.690821    1.6774808
   1.5754529 ]
 ...
 [-0.49703437 -0.97997516 -0.9135485  ... -0.89131206 -0.84459156
  -0.9407917 ]
 [-0.8734945  -0.9319962  -1.174867   ... -1.2008862  -1.1708205
  -1.2008862 ]
 [-1.1434667  -1.2008862  -1.2008862  ... -1.2008862  -1.2008862
  -1.2008862 ]]",1
"[[-0.37770477  0.39980152 -0.373521   ...  1.5819335   1.6157238
   1.751832  ]
 [-0.35294294  0.3643062   0.04201206 ...  1.512791    1.5180279
   1.6434973 ]
 [-0.32605395  0.3255885   0.20182593 ...  1.418828    1.35742
   1.4504707 ]
 ...
 [ 0.47482216  0.13200039 -0.2560618  ... -1.2960368  -1.3193281
  -1.3193281 ]
 [ 0.11796039 -0.09655411 -0.512116   ... -1.3193281  -1.3193281
  -1.3193281 ]
 [-0.310283   -0.69236356 -1.1595126  ... -1.3193281  -1.3193281
  -1.3193281 ]]",1
"[[ 0.81332606  1.261172    1.3467735  ... -0.57491916 -0.57491916
  -0.57491916]
 [ 0.67010707  1.1097753   1.4766382  ... -0.57491916 -0.57491916
  -0.57491916]
 [ 0.31358126  0.68749833  1.5689071  ... -0.57491916 -0.57491916
  -0.57491916]
 ...
 [-0.50455976  0.7537838   1.6100084  ... -0.57491916 -0.57491916
  -0.57491916]
 [-0.57491916  0.36296985  1.1261604  ... -0.57491916 -0.57491916
  -0.57491916]
 [-0.57491916 -0.31736144  0.65160966 ... -0.57491916 -0.57491916
  -0.57491916]]",1
"[[ 0.96445274  1.0041224   0.9677653  ...  1.235056    1.0788964
   0.64290774]
 [ 0.9368875   0.8686494   0.8729764  ...  1.0700053   0.92070484
   0.4820638 ]
 [ 0.90832573  0.5246367   0.7136995  ...  0.03436956  0.2709932
  -0.2565575 ]
 ...
 [-0.14444375 -1.3506806  -1.3506806  ... -1.3506806  -1.3506806
  -1.3506806 ]
 [-0.3092121  -1.3506806  -1.3506806  ... -1.3506806  -1.3506806
  -1.3506806 ]
 [-0.6648274  -1.3506806  -1.3506806  ... -1.3506806  -1.3506806
  -1.3506806 ]]",0
"[[-0.6232216   0.24411577  0.09621575 ...  0.69425607  1.8655165
   1.4300604 ]
 [-0.74177104  0.24372399  0.13415265 ...  0.678949    1.8794507
   1.3259718 ]
 [-0.96812516  0.24703477  0.17193872 ...  0.665937    1.8967724
   1.1487188 ]
 ...
 [-1.2087598  -1.1039144  -0.5948268  ... -1.1885924  -0.84045297
   0.5132321 ]
 [-1.2087598  -1.2087598  -0.6939106  ... -1.1051537  -0.9406509
   0.10763123]
 [-1.2087598  -1.2087598  -1.2087598  ... -1.2087598  -1.2087598
  -0.3369865 ]]",0
"[[ 0.70528656  1.0462359   1.220467   ...  1.1027176  -0.44643077
   1.1595381 ]
 [ 0.71936256  1.0985131   1.2277819  ...  1.1082189  -0.44575226
   1.1451555 ]
 [ 0.73664325  1.1465776   1.2386634  ...  1.1173267  -0.44148546
   1.1330323 ]
 ...
 [-1.5106056  -1.5106056  -1.3221903  ... -1.2841485  -0.8280663
  -0.15451798]
 [-1.5106056  -1.5106056  -1.5106056  ... -1.5106056  -1.2037007
  -0.45773625]
 [-1.5106056  -1.5106056  -1.5106056  ... -1.5106056  -1.5106056
  -1.1086571 ]]",0
"[[-0.79531175 -0.79531175 -0.79531175 ... -0.79531175 -0.79531175
  -0.79531175]
 [-0.79531175 -0.79531175 -0.79531175 ... -0.6158964  -0.79531175
  -0.79531175]
 [-0.79531175 -0.79531175 -0.79531175 ... -0.4745747  -0.79531175
  -0.66005844]
 ...
 [-0.79531175 -0.79531175 -0.79531175 ... -0.79531175 -0.79531175
  -0.79531175]
 [-0.79531175 -0.79531175 -0.79531175 ... -0.79531175 -0.79531175
  -0.79531175]
 [-0.79531175 -0.79531175 -0.79531175 ... -0.79531175 -0.79531175
  -0.79531175]]",0
"[[-0.55378395 -0.1898595   0.20597242 ... -0.7090056  -1.0423832
  -0.3650503 ]
 [-0.44423488  0.23928827  0.17955016 ... -0.81575024 -0.9455784
  -0.39852977]
 [-0.36587006  0.3842503   0.1518592  ... -1.0323538  -0.873238
  -0.43593338]
 ...
 [-1.0911863  -0.3578974  -0.66997    ... -0.07291052 -1.0911863
  -1.0911863 ]
 [-1.0911863  -0.6766736  -0.9346749  ... -0.3835417  -1.0911863
  -1.0911863 ]
 [-1.0911863  -1.0911863  -1.0911863  ... -1.0911863  -1.0911863
  -1.0911863 ]]",1
"[[ 0.9056909   0.8494278   0.9822752  ...  0.33040375  0.5904749
   1.0962759 ]
 [ 0.9027404   1.028246    1.0724682  ...  0.811812    0.7702383
   1.1198047 ]
 [ 0.9031233   1.1366495   1.1434665  ...  0.9712682   0.8789482
   1.145326  ]
 ...
 [-1.376001   -1.376001   -1.376001   ... -1.376001   -1.376001
  -1.3254173 ]
 [-1.376001   -1.376001   -1.376001   ... -1.376001   -1.376001
  -1.376001  ]
 [-1.376001   -1.376001   -1.376001   ... -1.376001   -1.376001
  -1.376001  ]]",0
"[[-0.47939885 -1.3092965  -1.0859736  ... -0.7382994  -0.7117046
  -0.38153335]
 [-0.46164322 -1.1886424  -0.6577921  ... -0.48513925 -0.753789
  -0.06373674]
 [-0.4404432  -1.0978884  -0.48568323 ... -0.34581745 -0.8006645
   0.09053443]
 ...
 [-1.5812804  -1.244387   -1.6229706  ... -0.846187   -0.8546219
  -0.19133483]
 [-1.6875951  -1.533439   -2.0843883  ... -0.88410074 -0.8503478
  -0.68982774]
 [-1.9913582  -2.105267   -2.105267   ... -2.0731275  -1.8617405
  -2.105267  ]]",1
"[[-0.7095764   0.49014407  0.3338406  ... -0.23595291 -0.32948756
  -0.10255235]
 [-0.3030088   0.6976874   0.3493597  ...  0.30727622 -0.15388687
   0.17871214]
 [-0.11647248  0.8323781   0.36928135 ...  0.513035   -0.03197926
   0.33727717]
 ...
 [-0.43468317 -0.17763913 -1.0136099  ... -1.2247713  -1.9697609
  -2.083337  ]
 [-0.16217633  0.18919365 -0.59214294 ... -1.6183791  -1.9398544
  -2.2095509 ]
 [-0.28381217 -0.33006364 -1.3046271  ... -2.2753289  -2.862517
  -2.862517  ]]",1
"[[-1.1180903 -1.1180903 -1.1180903 ... -1.1180903 -1.1180903 -1.1180903]
 [-1.1180903 -1.1180903 -1.1180903 ... -1.1180903 -1.1180903 -1.1180903]
 [-1.1180903 -1.1180903 -1.1180903 ... -1.1180903 -1.1180903 -1.1180903]
 ...
 [-1.1180903 -1.1180903 -1.1180903 ... -1.1180903 -1.1180903 -1.1180903]
 [-1.1180903 -1.1180903 -1.1180903 ... -1.1180903 -1.1180903 -1.1180903]
 [-1.1180903 -1.1180903 -1.1180903 ... -1.1180903 -1.1180903 -1.1180903]]",0
"[[ 0.41867456  0.5923873   0.4814959  ... -1.0814909  -1.0814909
  -1.0814909 ]
 [ 0.49966192  0.7025754   0.6701675  ... -1.0814909  -1.0814909
  -1.0814909 ]
 [ 0.5642765   0.78195745  0.7782809  ... -1.0814909  -1.0814909
  -1.0814909 ]
 ...
 [-0.17698173 -0.62896323 -1.0465112  ... -1.0814909  -1.0814909
  -1.0814909 ]
 [-0.3227651  -0.75035334 -1.0814909  ... -1.0814909  -1.0814909
  -1.0814909 ]
 [-0.69000226 -1.0814909  -1.0814909  ... -1.0814909  -1.0814909
  -1.0814909 ]]",1
